order_id,order_date,customer_id,customer_name,store_id,product_id,quantity,unit_price
1459,2025-06-04,6409,Rick Conway,20,97,3,36.51
1460,2024-12-27,260,Jessica Mcguire,27,35,1,74.18
1461,2024-05-23,7185,Todd Sanchez,24,31,4,150.13
1462,2025-04-29,7789,Chelsea Martinez,14,39,5,195.2
1463,2023-11-06,1434,Kelly Allen MD,24,15,1,752.35
1464,2025-03-07,1656,Lindsey Kent,6,117,4,316.22
1465,2024-06-02,205,Sean Osborne,31,103,5,129.74
1466,2023-06-07,1559,Gina Brooks,31,44,5,175.73
1467,2023-11-14,6354,Julia Hopkins,10,42,1,390.9
1468,2025-04-21,7685,Michael Booker,9,67,2,38.86
1469,2025-01-11,300,Jared Burch,25,59,5,269.69
1470,2023-04-29,34,Paul Thompson,3,40,5,221.24
1471,2025-06-11,714,Danielle Golden,30,43,1,245.16
1472,2023-04-16,4265,Darryl Mann,20,99,1,198.89
1473,2024-08-14,6214,Tammie Alvarez,14,40,3,221.24
1474,2023-07-25,1578,Joseph Mejia,18,37,5,39.24
1475,2023-11-23,6331,Melissa Page,8,57,3,50.53
1476,2023-06-02,1291,Nancy Kennedy,8,36,1,238.22
1477,2024-09-29,4585,Eric Jackson,7,66,2,316.99
1478,2024-07-09,2870,Chelsea Horton,21,71,3,159.56
1479,2023-05-25,7728,Rachel Humphrey,19,91,5,105.42
1480,2023-09-08,1404,Jaime Pierce,20,10,5,115.27
1481,2023-12-13,4429,Robert Nichols,4,57,2,50.53
1482,2023-01-30,3857,Jonathan Hartman,4,116,1,314.67
1483,2024-01-28,441,Michael Moore,28,12,4,412.78
1484,2023-07-03,5773,Brenda West,38,77,4,357.91
1485,2024-09-23,2914,Charles Green,22,40,2,221.24
1486,2024-12-31,6213,Tracy Heath,35,86,1,195.74
1487,2025-02-12,6263,Samantha Chavez,37,60,2,258.37
1488,2023-04-06,6659,David Lopez,30,103,1,129.74
1489,2024-04-11,2543,Tammy Brown,30,88,4,368.12
1490,2023-08-26,7762,Mr. David Arnold,10,29,5,327.97
1491,2023-09-22,7479,Cody Lynch,26,47,2,397.61
1492,2024-12-17,7515,Emily Sanchez,22,86,3,195.74
1493,2024-04-09,3994,Adam Zamora,5,4,4,257.98
1494,2023-04-26,2880,Matthew Frazier,30,62,2,400.32
1495,2023-10-17,6291,Jill Cook,39,45,5,405.0
1496,2023-05-11,4162,Carrie Hayes,26,14,1,1060.2
1497,2023-11-30,4556,Lisa Wilkerson,5,84,3,283.39
1498,2024-06-29,3777,Thomas Davis,38,52,4,44.32
1499,2023-09-02,5087,Jeremy Gutierrez,36,32,2,100.6
1500,2024-05-08,3145,Paul Morton,22,9,2,121.58
1501,2025-04-13,5686,Ralph Edwards,28,76,4,183.59
1502,2024-08-03,6450,Anthony Alvarez,35,44,2,175.73
1503,2023-06-27,5429,Jose Palmer,5,86,5,195.74
1504,2025-05-06,3987,Angela Mccann,38,15,5,752.35
1505,2024-04-19,2666,Joseph Roach,7,72,4,156.73
1506,2023-06-30,2524,Danielle Hayes,5,52,5,44.32
1507,2023-04-22,5616,Juan Valenzuela,39,105,4,373.02
1508,2023-12-02,4050,James Moore,4,83,1,10.98
1509,2023-08-11,6694,Terri Ware,38,18,1,663.35
1510,2025-02-14,1202,Thomas Black,10,85,4,171.46
1511,2024-06-28,2388,Joseph Gibson,40,50,5,314.67
1512,2024-04-02,1603,Cynthia Sanchez,21,27,3,267.23
1513,2024-08-06,6508,Linda Moore,20,117,4,316.22
1514,2025-01-05,7497,Dr. Ian Cunningham,6,45,5,405.0
1515,2023-01-09,5010,Austin Ford,26,66,2,316.99
1516,2025-05-22,2410,Jennifer Martin,24,8,5,678.7
1517,2023-02-24,7,Valerie Williams,36,91,3,105.42
1518,2023-04-23,7056,Gary Jenkins,2,37,2,39.24
1519,2024-03-18,5753,Jonathan Moore,26,76,3,183.59
1520,2024-12-29,3136,Sherri Perez,25,52,4,44.32
1521,2024-07-12,1731,Adam Howe,12,85,4,171.46
1522,2023-05-23,1542,Bruce Marshall,25,72,3,156.73
1523,2025-05-10,3418,Linda Neal,19,20,2,779.44
1524,2023-05-18,96,Patricia Marshall,2,10,2,115.27
1525,2025-01-08,7250,Jordan Jones,28,63,2,113.77
1526,2023-03-28,1125,Katie Tucker,27,83,4,10.98
1527,2025-03-18,5697,Sean Hickman,28,78,5,77.05
1528,2023-07-04,3723,Shannon Perez,28,66,5,316.99
1529,2025-04-19,3687,John Lam,23,50,2,314.67
1530,2023-07-10,3480,Whitney Gilbert,1,78,5,77.05
1531,2024-05-25,6938,Jared Brown,16,94,5,224.2
1532,2023-10-03,3366,Timothy Cowan,35,119,5,261.24
1533,2024-01-11,275,Donald Perez,37,5,4,217.3
1534,2024-12-22,3020,Jason Robinson,38,15,4,752.35
1535,2024-12-08,656,Tracy Casey,34,19,3,99.53
1536,2024-04-21,4235,Daniel Munoz,34,11,5,74.43
1537,2023-04-01,2009,Micheal Saunders,5,61,5,115.45
1538,2025-03-28,4749,Cynthia Harris MD,40,40,1,221.24
1539,2023-12-18,4383,Shawna White,1,100,4,47.54
1540,2024-04-09,4200,Matthew Hatfield,31,116,5,314.67
1541,2025-01-21,2716,Joseph Palmer Jr.,23,54,3,92.28
1542,2023-10-24,1373,Sean George,39,5,3,217.3
1543,2025-01-14,6431,Kevin Moore,17,73,1,294.62
1544,2024-10-06,3877,Ryan Lopez,11,75,5,350.73
1545,2023-02-22,5377,Jane Black,40,38,1,310.15
1546,2023-10-21,3972,Susan Hensley,9,11,5,74.43
1547,2023-03-20,6976,David Clark,18,101,3,220.95
1548,2023-05-16,5045,Kristin Wagner,18,36,3,238.22
1549,2023-01-15,6074,Wesley Jenkins,39,15,2,752.35
1550,2024-08-28,6054,Dana Griffin,29,20,3,779.44
1551,2025-04-07,1437,Gregory Rios,16,34,4,445.27
1552,2023-07-05,6549,Jennifer Jones,3,68,3,141.13
1553,2023-03-28,7925,Joshua Meyer,39,19,2,99.53
1554,2025-05-07,4063,Jason Clarke,27,97,4,36.51
1555,2023-09-01,5413,Stephen Novak,11,57,2,50.53
1556,2024-08-14,6016,Morgan Lang,23,108,1,145.79
1557,2024-10-19,2166,Gregory Cain,8,97,1,36.51
1558,2023-06-21,3802,Lauren Davis,31,52,3,44.32
1559,2024-05-02,6113,Sherry Molina,35,97,2,36.51
1560,2024-01-24,5600,Christina Shields,25,91,4,105.42
1561,2023-09-26,1190,Angela King,28,68,1,141.13
1562,2023-10-23,7596,Gloria Fisher,29,103,4,129.74
1563,2024-11-25,2587,Mark Wallace,3,68,1,141.13
1564,2024-06-28,5222,Nicholas Cunningham,28,46,5,294.7
1565,2024-10-29,7032,Edgar Martinez,22,35,3,74.18
1566,2023-10-01,6573,Alexandria Myers,17,13,5,468.44
1567,2024-02-05,3778,Marc Fowler,16,99,5,198.89
1568,2025-02-27,1597,Erika Freeman,22,67,2,38.86
1569,2023-11-17,4487,Brianna Price,1,2,1,205.87
1570,2023-01-13,3369,Kathryn Smith,34,13,1,468.44
1571,2024-12-02,3654,Thomas Barton,15,45,3,405.0
1572,2023-09-15,1582,Tony Brock,2,5,5,217.3
1573,2023-04-05,466,Steven Taylor,14,77,5,357.91
1574,2024-10-15,998,Nicole Schmidt,8,91,1,105.42
1575,2025-05-26,4954,Krista Fernandez,25,17,5,67.0
1576,2025-04-02,7924,Michael Jordan,8,24,2,619.62
1577,2023-09-17,2414,David Fletcher,5,60,4,258.37
1578,2023-10-11,6303,Chris Farrell,21,55,3,41.66
1579,2023-06-15,6396,Tim Valenzuela,18,10,1,115.27
1580,2024-01-27,3184,Kristin Ortiz,4,43,3,245.16
1581,2025-04-12,2169,Sheryl Meyer,29,23,1,185.85
1582,2024-05-18,7607,Cynthia George,40,26,4,260.95
1583,2023-07-02,5288,Gail Hull,7,63,2,113.77
1584,2024-07-07,6298,Dale West,14,56,5,41.19
1585,2024-10-20,871,Laurie Rogers,29,117,3,316.22
1586,2023-04-16,286,Paul Williams,5,10,5,115.27
1587,2025-01-15,2053,Brittany Bailey,29,100,1,47.54
1588,2024-05-24,1220,Hayley Ballard,1,84,1,283.39
1589,2024-11-11,3199,Andre Richardson,10,35,3,74.18
1590,2024-02-05,4708,Veronica Christensen,33,1,4,548.94
1591,2024-05-04,3573,Susan Anderson,5,52,5,44.32
1592,2023-08-20,28,Teresa Mclaughlin,31,50,1,314.67
1593,2024-08-03,4386,Charles Hunt,23,120,3,5.56
1594,2024-11-29,2481,Stephen Riddle,4,52,1,44.32
1595,2024-01-10,4380,Rachel Huffman,22,110,1,59.31
1596,2025-05-11,3766,Mark Murphy,19,98,2,53.01
1597,2023-06-30,4543,Victoria Mercado,25,6,2,184.02
1598,2023-11-03,5701,Elizabeth Gallagher,7,50,3,314.67
1599,2024-05-13,696,Emily Allen,29,114,2,89.07
1600,2023-05-24,293,Pamela Roberts,2,25,5,545.14
1601,2023-09-02,4008,Christian Rojas,5,50,5,314.67
1602,2024-10-20,2521,Seth Morales,35,64,4,13.96
1603,2023-01-17,304,Seth Reese,4,44,3,175.73
1604,2025-03-17,5907,Russell Flores,26,6,1,184.02
1605,2023-08-05,6612,Robert Young,34,84,4,283.39
1606,2024-11-25,7129,Robin Schmidt,35,112,2,279.25
1607,2025-01-28,4747,James Dixon,5,30,1,277.84
1608,2025-01-23,1160,Corey Tucker,2,63,4,113.77
1609,2024-09-25,376,James Burgess,9,32,1,100.6
1610,2023-06-26,5183,David Patrick,20,7,1,437.15
1611,2024-04-12,5008,Kathleen Gaines,38,22,1,754.9
1612,2025-04-17,6697,Mr. Brian Schaefer,8,14,4,1060.2
1613,2024-09-01,6547,Patricia Edwards,15,79,1,159.33
1614,2025-04-03,1661,Nicole Gutierrez,22,55,4,41.66
1615,2023-11-29,990,Mrs. Shannon White,37,88,5,368.12
1616,2023-05-21,2635,Michelle Sandoval,14,108,1,145.79
1617,2024-08-30,1421,Timothy Martinez,5,43,1,245.16
1618,2023-10-08,1158,Tiffany Howard,27,97,2,36.51
1619,2024-12-14,3031,Hannah Rodriguez,11,71,4,159.56
1620,2023-09-07,7584,Kelly Norris,3,75,2,350.73
1621,2023-04-13,6481,Robin Clarke,40,109,4,313.04
1622,2025-03-07,1293,Lydia Ferguson,32,3,1,420.47
1623,2023-01-07,60,Daniel Perry,6,23,5,185.85
1624,2025-06-27,2325,Jeremiah Welch,31,54,2,92.28
1625,2023-07-31,1173,Andrew Green,18,82,5,29.16
1626,2024-04-06,3376,Jacob Salazar,12,31,5,150.13
1627,2024-12-09,309,Christopher Hernandez,12,77,4,357.91
1628,2024-09-18,7785,Cindy Harris,20,12,3,412.78
1629,2024-03-04,38,Kayla Leon,16,72,2,156.73
1630,2023-05-01,4344,Jason Good,40,13,3,468.44
1631,2025-06-02,6236,James Case,33,70,2,200.25
1632,2024-04-20,6311,Gary Smith,14,81,3,333.82
1633,2023-02-24,1587,Stephanie Soto,10,15,4,752.35
1634,2024-05-24,1445,Christy Payne,3,21,1,188.44
1635,2024-10-22,2984,Jesse Oliver,14,37,4,39.24
1636,2023-09-15,2739,Nicholas Hamilton,30,79,1,159.33
1637,2023-04-17,6066,Mathew Smith,35,7,2,437.15
1638,2023-06-11,6435,Margaret Schwartz,32,4,5,257.98
1639,2023-04-29,581,Colton Figueroa,16,115,4,221.53
1640,2024-08-29,4750,John Rodriguez,27,42,2,390.9
1641,2025-02-04,5545,Jordan Johnson,21,115,2,221.53
1642,2025-03-08,903,Lori Castillo,15,42,1,390.9
1643,2023-08-31,6044,Christina Bryant,13,53,4,288.75
1644,2023-08-14,603,Susan Hopkins,38,61,4,115.45
1645,2023-02-25,7295,Patrick Webb,10,56,2,41.19
1646,2024-09-16,3728,Frank Griffith,25,23,3,185.85
1647,2023-05-20,3750,Randy Kirby,13,93,3,118.62
1648,2023-10-04,1657,Mary Wood,9,43,1,245.16
1649,2024-12-09,4659,Jasmine Cohen,18,8,2,678.7
1650,2023-04-24,6977,Melissa Howe,30,60,4,258.37
1651,2023-06-25,6229,Karen Dalton,15,44,3,175.73
1652,2024-09-10,1285,Grace White,40,102,2,253.13
1653,2024-08-14,7948,Jacob Watson,15,71,1,159.56
1654,2024-02-26,7021,Diana Petersen,32,67,2,38.86
1655,2024-08-28,3879,Amanda Wang,30,108,3,145.79
1656,2023-01-15,5981,Joan Delgado,16,55,2,41.66
1657,2023-12-02,3558,Karen Webb,15,75,5,350.73
1658,2023-06-02,7486,Karen Gregory,1,74,4,163.47
1659,2023-02-15,329,Gary Grant,33,61,1,115.45
1660,2024-03-11,4351,Jeffrey Mosley,31,51,1,237.03
1661,2024-04-08,4058,Michelle Crawford,6,31,5,150.13
1662,2025-02-10,102,Douglas Carlson,27,89,2,161.36
1663,2023-05-16,2937,Harry Hurst,16,38,1,310.15
1664,2023-01-17,3931,Rebecca Hernandez,20,86,2,195.74
1665,2024-12-21,3763,Scott Johnson,37,110,5,59.31
1666,2023-01-25,7999,Melissa White,30,59,2,269.69
1667,2025-06-14,5761,Samantha Jackson,12,52,3,44.32
1668,2024-10-03,3804,Ashley Mckenzie,1,91,1,105.42
1669,2024-01-30,7320,Sabrina Cruz,22,89,5,161.36
1670,2023-02-03,2430,Amy Benjamin,18,55,5,41.66
1671,2024-07-09,4713,Danny Smith,14,102,1,253.13
1672,2024-09-27,7216,Julia Riggs,4,43,5,245.16
1673,2024-11-21,2982,Mary Abbott,4,114,1,89.07
1674,2024-01-28,2995,Kelly Rodriguez,40,60,1,258.37
1675,2024-01-10,3002,Aaron Lopez,36,23,1,185.85
1676,2024-07-28,5811,Elizabeth Cole,14,100,2,47.54
1677,2023-12-09,1955,Jason King,8,70,4,200.25
1678,2025-01-25,7694,Stephanie Solis,38,97,2,36.51
1679,2025-02-10,6104,Timothy Suarez,15,98,3,53.01
1680,2023-12-28,7356,Anna Richards,33,35,4,74.18
1681,2023-10-11,447,Tony Lin,24,9,3,121.58
1682,2024-04-08,3984,Robert Erickson,34,65,1,249.61
1683,2024-04-26,5815,Mark Harris,35,69,3,94.25
1684,2024-04-07,5087,Jeremy Gutierrez,5,48,2,233.05
1685,2025-06-24,3751,Summer Bowman,6,12,4,412.78
1686,2023-07-03,2363,Michelle Daniels,7,10,2,115.27
1687,2023-10-10,918,Vickie Hernandez,10,90,4,314.7
1688,2023-06-04,7168,Jeremy Roberts,34,27,1,267.23
1689,2023-10-28,3413,Erica Garcia,35,88,2,368.12
1690,2024-04-30,2841,Wendy Williams,29,54,1,92.28
1691,2023-10-26,1549,Keith Choi,2,9,2,121.58
1692,2025-05-04,7762,Mr. David Arnold,22,67,4,38.86
1693,2024-08-15,2809,James Brown,21,84,4,283.39
1694,2024-08-30,5455,Cathy Ross,34,90,5,314.7
1695,2024-03-31,3752,Michael King,37,39,2,195.2
1696,2025-03-19,2511,David Washington,17,22,2,754.9
1697,2024-05-10,3047,Brenda Saunders,4,37,2,39.24
1698,2023-12-28,2330,Brian Decker,11,59,5,269.69
1699,2023-06-14,5832,Linda Smith,19,69,2,94.25
1700,2023-06-29,6876,Anna Cunningham,10,91,2,105.42
1701,2023-09-01,958,Kara Anderson,21,6,5,184.02
1702,2023-05-10,3612,Tiffany Arroyo,24,34,2,445.27
1703,2023-07-30,4608,Tracy Brooks,3,91,3,105.42
1704,2023-12-19,1212,Melinda Serrano,29,48,5,233.05
1705,2023-06-16,4372,Zachary Martinez,8,39,1,195.2
1706,2024-02-19,7628,Mrs. Melissa Sanchez,10,64,4,13.96
1707,2023-11-24,1279,Amanda Reed,35,1,5,548.94
1708,2023-12-06,5303,Ashley Hall DVM,19,91,4,105.42
1709,2023-10-24,7944,Devin Burch,37,97,2,36.51
1710,2025-03-29,4631,Michelle Warren,29,94,3,224.2
1711,2024-12-06,921,Blake Vega,31,94,1,224.2
1712,2023-05-23,5555,Andre Hunt,8,71,3,159.56
1713,2023-01-26,3291,Richard Cook,15,80,4,105.51
1714,2024-01-01,758,Lisa Ramos,4,42,5,390.9
1715,2024-10-18,1599,Diane Bailey,34,75,2,350.73
1716,2025-03-11,7665,Alejandra Hudson,18,99,2,198.89
1717,2023-01-24,685,Lori Lopez,29,69,1,94.25
1718,2024-06-08,3232,Natalie Graham,32,25,3,545.14
1719,2024-09-09,4957,Brooke Thomas,4,66,3,316.99
1720,2024-02-12,1212,Melinda Serrano,28,92,3,262.64
1721,2024-01-31,3055,Randall Davis,19,2,3,205.87
1722,2023-12-26,2524,Danielle Hayes,36,58,1,76.75
1723,2023-08-09,5963,Alexander Gardner,29,114,4,89.07
1724,2025-04-02,3625,Frank Perez,11,37,4,39.24
1725,2025-01-16,7344,Amber Baker,9,54,5,92.28
1726,2024-09-04,706,Christopher Cunningham,14,19,3,99.53
1727,2024-05-01,7107,Tammy Walker,22,68,1,141.13
1728,2024-08-27,6195,Todd Williams,6,49,1,87.06
1729,2024-02-24,5234,Blake Bond,18,118,4,168.6
1730,2023-06-29,4554,Joseph Ryan,37,60,2,258.37
1731,2023-07-24,1524,Gregory Thomas,25,107,3,31.48
1732,2024-07-21,4019,Lisa Thomas,20,6,5,184.02
1733,2023-11-08,4048,Mathew Fisher,30,72,2,156.73
1734,2023-01-28,6482,Diana Smith,10,1,3,548.94
1735,2023-11-04,7832,Theresa Ross,31,82,1,29.16
1736,2024-10-31,5456,Richard Watson,19,115,4,221.53
1737,2023-07-03,4030,Laura Pruitt,16,117,1,316.22
1738,2023-05-03,6265,John Hanson,32,36,1,238.22
1739,2024-09-05,6108,Anthony Clark,38,47,4,397.61
1740,2024-08-02,3573,Susan Anderson,17,112,4,279.25
1741,2024-12-11,6704,Cameron Mcgee,24,16,5,310.18
1742,2025-01-20,4713,Danny Smith,17,3,2,420.47
1743,2024-08-18,480,Jonathan Carr,21,19,4,99.53
1744,2025-06-18,5680,Rose Harris,23,18,2,663.35
1745,2023-02-24,2234,Phillip Pearson,27,47,3,397.61
1746,2023-02-19,2375,Kathryn Hopkins,34,38,1,310.15
1747,2024-06-10,1588,Jill Kelly,12,99,1,198.89
1748,2024-09-05,6166,Kevin Clarke,35,22,3,754.9
1749,2025-06-12,2591,Anna Watkins,20,106,3,213.32
1750,2024-12-02,5718,Jessica Warren,24,89,1,161.36
1751,2024-07-01,4752,Carolyn Lopez,10,46,1,294.7
1752,2023-05-21,4245,David Boone,24,37,4,39.24
1753,2024-02-26,2788,Kristen Velazquez,11,118,1,168.6
1754,2023-08-12,1267,Kenneth White,15,65,2,249.61
1755,2025-03-25,7349,Vicki Hammond,40,72,5,156.73
1756,2025-05-16,4359,Rachel Prince,36,92,1,262.64
1757,2024-03-03,3773,Natalie Mullins,5,118,1,168.6
1758,2025-04-18,1076,Melissa Thompson,2,119,4,261.24
1759,2023-12-23,2553,Taylor Martinez,24,89,2,161.36
1760,2025-04-16,3621,Ruth Norris,39,114,5,89.07
1761,2025-02-20,7948,Jacob Watson,12,44,3,175.73
1762,2023-01-30,6099,Samantha Barnett,8,105,2,373.02
1763,2023-05-12,7020,Dr. Tyler Hill,10,89,2,161.36
1764,2023-11-11,1027,Robert Sawyer,9,27,1,267.23
1765,2024-03-11,5660,David Wright,8,98,1,53.01
1766,2023-01-20,6347,Aaron Sellers,28,62,1,400.32
1767,2023-07-21,884,Meagan Daniel,33,5,5,217.3
1768,2023-03-02,3843,Christopher Austin,17,16,1,310.18
1769,2023-03-09,2472,Dr. Jeffery Miller,1,86,1,195.74
1770,2025-03-12,1015,Jason Garcia,39,118,2,168.6
1771,2024-08-24,7383,Rodney Lawrence,12,26,3,260.95
1772,2023-01-30,744,Anna Ward,18,19,5,99.53
1773,2023-12-23,2886,Renee Contreras,33,21,5,188.44
1774,2023-09-05,4137,Nicole Moran,5,73,1,294.62
1775,2025-04-19,4737,Tyler Rodriguez,1,98,5,53.01
1776,2023-08-11,5864,Sharon Kelly,19,25,2,545.14
1777,2025-02-11,4401,Courtney Baker,7,1,2,548.94
1778,2024-05-31,6974,Jeremy Riddle,31,91,3,105.42
1779,2024-12-15,4829,Edward Rodriguez,29,24,1,619.62
1780,2023-07-05,6839,Larry Wiley,25,46,4,294.7
1781,2023-08-08,4213,Louis Buchanan,27,30,1,277.84
1782,2025-02-18,2575,Robert Gonzalez,30,16,1,310.18
1783,2024-06-16,1114,Michael Fox,24,64,3,13.96
1784,2024-07-24,5916,Joel Morales,6,6,3,184.02
1785,2024-05-20,948,Isaac Gonzalez,19,50,4,314.67
1786,2024-09-06,6031,Kelsey Flores,29,40,2,221.24
1787,2024-07-21,3337,Evan White,28,38,2,310.15
1788,2025-05-27,571,Darin Mathews,31,115,3,221.53
1789,2023-07-03,105,Cynthia Alvarez,32,87,1,195.23
1790,2024-02-10,3589,Katrina Simpson,6,67,1,38.86
1791,2023-05-27,3235,Brittany Smith,38,52,1,44.32
1792,2025-01-29,7580,Joel Friedman,11,115,1,221.53
1793,2024-01-08,7989,Deborah Osborne,22,26,2,260.95
1794,2024-09-01,6915,Dylan Vega,8,52,2,44.32
1795,2025-05-08,3480,Whitney Gilbert,32,93,3,118.62
1796,2025-02-22,5845,Derrick Hall,38,99,5,198.89
1797,2023-10-07,6196,Linda Martin,26,102,3,253.13
1798,2024-05-02,5462,Jason Wilson,26,78,4,77.05
1799,2024-06-07,2285,Mario Johnson,30,19,1,99.53
1800,2023-05-06,2054,Duane Conley,32,63,2,113.77
1801,2024-10-05,7721,Joshua Horton,2,18,1,663.35
1802,2025-01-25,433,Lauren Jackson,5,107,4,31.48
1803,2024-11-25,220,Megan Sanders,25,23,5,185.85
1804,2024-11-26,2679,Tyler Sparks,20,20,5,779.44
1805,2024-09-30,790,Kathleen Dixon,5,98,5,53.01
1806,2025-02-24,4033,Spencer Cruz,30,102,2,253.13
1807,2023-10-28,5424,Janice Hamilton,32,64,5,13.96
1808,2023-09-25,4444,Joshua Coleman,35,44,5,175.73
1809,2023-01-19,7804,Cynthia Mcbride,3,98,4,53.01
1810,2025-06-20,7496,Michael Graham,25,16,4,310.18
1811,2023-11-19,6987,Kenneth Gutierrez,29,49,4,87.06
1812,2023-02-06,270,Shane Pugh,36,23,3,185.85
1813,2025-06-24,5785,Lee Gordon,32,22,4,754.9
1814,2023-05-18,2560,Denise Abbott,25,92,4,262.64
1815,2025-02-21,897,Lisa Hamilton,32,73,5,294.62
1816,2024-12-02,4419,Bryan Giles,31,74,4,163.47
1817,2024-07-29,6999,Daniel Anderson,33,21,1,188.44
1818,2024-02-05,2158,Brittany Andrews,38,64,4,13.96
1819,2024-09-23,5542,Brittany Jones,19,46,3,294.7
1820,2023-03-04,231,Jacob Avery,3,76,2,183.59
1821,2025-05-07,3002,Aaron Lopez,38,45,1,405.0
1822,2025-02-22,7302,Cynthia Roberts,22,81,4,333.82
1823,2023-04-10,3508,Heather Robinson,23,45,4,405.0
1824,2023-12-26,463,Charles Morrison,16,85,2,171.46
1825,2023-08-29,5310,Dr. Mary White DVM,38,40,1,221.24
1826,2024-12-05,537,Steven Griffin Jr.,20,112,1,279.25
1827,2023-12-12,1391,Kendra Navarro,35,3,3,420.47
1828,2023-02-08,3776,Tracy Stewart,28,85,5,171.46
1829,2024-06-11,7385,Kimberly Alexander,18,54,1,92.28
1830,2024-12-13,3848,Amanda Brown,2,76,3,183.59
1831,2024-01-22,4673,Amber Richardson,21,50,5,314.67
1832,2023-04-11,6622,Justin Jacobs,7,63,2,113.77
1833,2023-12-11,4070,Francisco Hughes,22,65,2,249.61
1834,2024-09-21,2454,Brandy Stewart,28,47,2,397.61
1835,2024-05-23,5206,Brenda Edwards,5,109,5,313.04
1836,2023-08-08,2355,Jacob Jimenez,4,34,3,445.27
1837,2024-08-10,3294,Dr. Jennifer Robbins,15,103,5,129.74
1838,2025-01-30,7848,Stacey Gay,38,12,1,412.78
1839,2024-08-29,2760,James Gomez,5,35,5,74.18
1840,2025-03-31,4351,Jeffrey Mosley,28,61,2,115.45
1841,2023-12-22,6518,Garrett Powers,20,10,5,115.27
1842,2025-04-03,2457,Nicholas Cooper,35,56,3,41.19
1843,2023-07-24,3395,Shawn Harding,17,52,5,44.32
1844,2024-06-11,3713,Micheal Martinez,36,86,2,195.74
1845,2025-06-21,153,Brandon King,34,81,2,333.82
1846,2024-08-13,4090,Travis Price,30,28,3,124.5
1847,2024-10-15,4365,James Morgan,40,104,4,236.73
1848,2024-08-02,5953,Jessica Tran,4,81,5,333.82
1849,2023-07-25,2985,James Jones,10,60,2,258.37
1850,2023-06-04,6115,Mark Bridges,20,88,4,368.12
1851,2024-02-25,2611,Andrew Thomas,5,111,2,154.99
1852,2025-05-16,3379,Jeremy Page,19,35,2,74.18
1853,2023-09-20,5627,Shane Nielsen,16,77,4,357.91
1854,2023-09-02,931,Sherry Baker,13,20,1,779.44
1855,2023-09-09,6530,Jessica Cook,20,106,4,213.32
1856,2024-05-12,4587,John Russell,28,56,1,41.19
1857,2023-07-26,1306,Jennifer Salazar,9,35,1,74.18
1858,2023-09-22,6469,Miss Sheri Yoder MD,18,103,5,129.74
1859,2023-06-30,5279,Anita Weber,3,110,4,59.31
1860,2025-03-12,164,Timothy Carter,6,8,3,678.7
1861,2024-09-08,2442,Darlene Davis,5,111,4,154.99
1862,2024-01-08,5503,Jasmine Jimenez,6,85,4,171.46
1863,2025-05-09,5933,Dawn Montoya,9,108,2,145.79
1864,2023-04-25,4678,Richard Phillips,33,95,1,32.33
1865,2024-06-18,5442,William Adams,38,107,5,31.48
1866,2023-09-15,4067,Allison Day,6,114,2,89.07
1867,2024-09-06,1002,Angel Fry,21,99,3,198.89
1868,2025-05-02,4787,Amanda Pena,25,95,2,32.33
1869,2024-03-09,1786,Michele Castro,7,19,2,99.53
1870,2023-08-08,7946,Matthew Mcdonald,29,36,4,238.22
1871,2023-09-18,7069,Jennifer Diaz,4,76,4,183.59
1872,2024-06-30,3070,Christian Hobbs,8,90,3,314.7
1873,2024-07-12,3472,Samantha Carroll,16,61,3,115.45
1874,2025-06-19,6425,Tony Carpenter,10,120,3,5.56
1875,2024-05-01,5863,Rachel Williams,20,48,1,233.05
1876,2024-10-22,7921,John Wood,39,116,1,314.67
1877,2025-05-11,6058,Renee Hernandez,4,85,2,171.46
1878,2023-09-17,4528,Ruth Robinson,20,50,3,314.67
1879,2025-04-11,5614,Patrick Leonard,35,16,2,310.18
1880,2025-05-28,3625,Frank Perez,1,50,4,314.67
1881,2023-09-19,2465,Jessica Mcdonald,16,12,3,412.78
1882,2023-08-04,7041,Shawn Patton,11,114,4,89.07
1883,2024-10-08,2599,Matthew Wilson,27,113,1,445.2
1884,2023-10-08,7098,Amanda Malone,32,11,4,74.43
1885,2025-01-24,3383,Caroline Andersen,22,119,4,261.24
1886,2025-06-16,7525,Clinton Williams,7,105,2,373.02
1887,2024-12-16,2138,Tracy Lloyd,5,65,3,249.61
1888,2024-03-06,4933,Paul Taylor,36,94,3,224.2
1889,2024-04-09,5696,Kevin Wilson,4,4,2,257.98
1890,2024-10-07,3633,Gene Jones,9,102,1,253.13
1891,2024-02-15,1640,Nicholas Fox,20,81,3,333.82
1892,2024-08-12,674,Kristin Watts,11,15,2,752.35
1893,2024-06-12,5846,Daniel Barton,9,99,5,198.89
1894,2024-12-03,3362,Marissa Thompson,21,102,4,253.13
1895,2024-05-04,7156,Cody Williams,9,95,3,32.33
1896,2023-06-27,5632,Craig Ortiz,21,76,3,183.59
1897,2023-07-23,692,Vincent Edwards MD,24,54,2,92.28
1898,2024-02-07,7180,James Petersen,37,49,2,87.06
1899,2023-01-22,7767,Nicole Chambers,36,3,5,420.47
1900,2024-10-03,1874,Ms. Tracy Jackson,6,117,4,316.22
1901,2023-07-23,2145,Jack Fuentes,11,90,1,314.7
1902,2024-02-15,5063,Mark Hill,39,55,3,41.66
1903,2023-06-02,730,Robert Mack,11,48,5,233.05
